,grid3,positionorder3,points3,fastestlap3,fastestlapspeed3,qposition3,meanlaptime3,fastlaptime3,grid1,positionorder1,points1,fastestlap1,fastestlapspeed1,qposition1,meanlaptime1,fastlaptime1,grid2,positionorder2,points2,fastestlap2,fastestlapspeed2,qposition2,meanlaptime2,fastlaptime2,championship_points
123,9.0,14.0,0.0,35.69781254418926,192.791947819994,9.0,105516.01785714287,101696.0,10.0,8.0,4.0,44.0,210.167,10.0,94363.24561403508,90836.0,12.0,13.0,0.0,36.0,194.37900000000002,12.0,107158.56363636363,102659.0,0.0
124,11.0,15.0,0.0,35.384000882601434,192.87396415045743,11.0,105799.2,101157.0,16.0,9.0,2.0,55.0,208.583,16.0,94645.50877192985,91526.0,17.0,11.0,0.0,34.0,193.78599999999997,17.0,106450.19642857145,102973.0,42.0
125,19.0,16.0,0.0,42.138890008330534,191.90514376258307,19.0,106036.8,102672.0,19.0,18.0,0.0,19.0,201.12900000000002,19.0,98761.0,94918.0,19.0,15.0,0.0,43.0,192.47,19.0,107336.7818181818,103677.0,0.0
126,12.0,17.0,0.0,32.07394760815183,191.4859978958815,12.0,106098.8,101643.0,13.0,22.0,0.0,39.0,212.209,13.0,93725.93103448275,89962.0,16.0,21.0,0.0,19.0,193.17700000000002,16.0,108356.39130434784,103298.0,14.0
127,17.0,18.0,0.0,28.846625263270703,192.38098945447476,17.0,106188.41818181818,101702.0,15.0,20.0,0.0,7.0,202.873,15.0,97992.88888888886,94102.0,18.0,24.0,0.0,5.0,188.80599999999998,18.0,110773.125,105689.0,1.0
128,20.0,19.0,0.0,41.65426013796941,190.5633388195354,20.0,106439.52727272727,102052.0,20.0,13.0,0.0,52.0,206.275,20.0,97384.57142857145,92550.0,20.0,20.0,0.0,23.0,189.54,20.0,109031.29032258065,105280.0,0.0
129,21.0,20.0,0.0,31.81526621797079,188.2841422196763,21.0,108224.35185185184,104806.0,22.0,14.0,0.0,44.0,201.96900000000002,22.0,99528.11111111114,94523.0,22.0,19.0,0.0,41.0,189.421,22.0,109482.64285714287,105346.0,0.0
130,22.0,21.0,0.0,28.89955083386829,188.91991209029626,22.0,108784.37037037036,104381.0,21.0,15.0,0.0,48.0,199.3,21.0,111482.38775510203,95789.0,21.0,16.0,0.0,50.0,189.40099999999998,21.0,108747.42592592591,105357.0,0.0
131,23.0,22.0,0.0,32.2009733170708,190.41635630265378,23.0,109113.64814814816,103384.0,0.0,23.0,0.0,33.33076704007936,202.56525235735052,23.0,109704.9719159458,97409.49572291285,23.0,18.0,0.0,42.0,187.332,23.0,112339.84782608696,106521.0,0.0
132,24.0,23.0,0.0,30.813931898219774,189.3873396724551,24.0,109135.35185185184,106081.0,0.0,24.0,0.0,44.06012495563097,203.11055478239032,24.0,105762.08134734564,97820.17132372259,24.0,23.0,0.0,5.0,182.42700000000002,24.0,112038.78571428572,109385.0,0.0
133,7.0,24.0,0.0,17.81467579022077,188.8032230035847,7.0,107747.11111111114,105700.0,12.0,11.0,0.0,41.0,211.025,12.0,95244.26315789473,90467.0,13.0,14.0,0.0,37.0,192.34599999999998,13.0,107329.23636363637,103744.0,26.0
134,1.0,1.0,25.0,40.0,194.356,1.0,103338.01785714287,100967.0,7.0,12.0,0.0,53.0,209.94799999999998,7.0,98400.12068965516,90931.0,7.0,13.0,0.0,51.0,195.898,8.0,178042.94642857142,101863.0,93.0
135,5.0,2.0,18.0,56.0,195.41099999999997,6.0,103706.33928571428,100422.0,2.0,1.0,25.0,56.0,214.053,2.0,97406.29310344828,89187.0,2.0,14.0,0.0,50.0,195.44299999999998,2.0,178063.05357142858,102100.0,188.0
136,7.0,3.0,15.0,40.0,195.201,2.0,103802.51785714287,100530.0,1.0,3.0,15.0,57.0,213.21400000000003,1.0,97476.55172413793,89538.0,1.0,3.0,15.0,50.0,196.523,1.0,176900.05357142858,101539.0,190.0
137,6.0,4.0,12.0,52.0,195.27900000000002,7.0,103836.66071428572,100490.0,5.0,4.0,12.0,57.0,213.452,5.0,97484.68965517242,89438.0,4.0,4.0,12.0,52.0,197.53900000000002,4.0,176955.3571428571,101017.0,179.0
138,11.0,5.0,10.0,33.0,195.063,11.0,103882.35714285713,100601.0,6.0,2.0,18.0,57.0,213.503,6.0,97443.1724137931,89417.0,5.0,11.0,0.0,50.0,196.905,6.0,177988.19642857142,101342.0,281.0
139,10.0,6.0,8.0,35.0,194.062,10.0,103900.35714285713,101120.0,3.0,21.0,0.0,30.871374039266158,209.08371804956784,3.0,103730.0,103730.0,6.0,24.0,0.0,2.0,155.333,7.0,133715.33333333337,128464.0,96.0
140,14.0,7.0,6.0,37.0,193.731,14.0,103955.82142857145,101293.0,14.0,16.0,0.0,49.0,210.123,14.0,100556.30769230767,90855.0,13.0,6.0,8.0,55.0,196.785,13.0,177312.125,101404.0,31.0
141,13.0,8.0,4.0,36.0,195.294,13.0,103974.5,100482.0,8.0,13.0,0.0,53.0,211.523,8.0,97857.17543859649,90254.0,11.0,19.0,0.0,51.0,195.18099999999998,11.0,180490.72222222228,102237.0,45.0
142,9.0,9.0,2.0,41.0,194.00099999999998,9.0,104003.30357142855,101152.0,12.0,5.0,10.0,52.0,211.46900000000002,12.0,97778.10344827586,90277.0,8.0,1.0,25.0,53.0,196.25,9.0,176639.5,101680.0,278.0
143,3.0,10.0,1.0,40.0,196.31400000000002,4.0,104029.44642857145,99960.0,13.0,6.0,8.0,55.0,210.668,13.0,98040.18965517242,90620.0,17.0,23.0,0.0,44.0,191.50099999999998,17.0,194763.5652173913,104202.0,60.0
144,8.0,11.0,0.0,37.0,194.15599999999998,8.0,104071.33928571428,101071.0,22.0,8.0,4.0,46.0,210.15099999999998,17.0,98086.60344827586,90843.0,9.0,2.0,18.0,54.0,197.53099999999998,10.0,176679.9107142857,101021.0,66.0
145,15.0,12.0,0.0,40.0,193.33900000000003,15.0,104092.89285714287,101498.0,15.0,10.0,1.0,57.0,210.703,15.0,98091.41379310343,90605.0,14.0,7.0,6.0,55.0,195.983,14.0,177432.57142857142,101819.0,46.0
146,12.0,13.0,0.0,48.0,193.832,12.0,104101.92857142855,101240.0,16.0,17.0,0.0,46.0,207.644,16.0,99756.32608695653,91940.0,12.0,15.0,0.0,56.0,195.537,12.0,178377.3392857143,102051.0,122.0
147,4.0,14.0,0.0,43.0,192.77700000000002,5.0,104241.10714285713,101794.0,17.0,7.0,6.0,50.0,210.34599999999998,18.0,98061.70689655172,90759.0,10.0,5.0,10.0,53.0,198.11700000000002,5.0,177165.5,100722.0,207.0
148,16.0,15.0,0.0,48.0,194.33700000000002,16.0,104252.53571428572,100977.0,9.0,22.0,0.0,52.96168360157159,210.62759100202084,9.0,98646.75583106332,90643.62641410483,16.0,9.0,2.0,51.0,195.304,16.0,177494.7142857143,102173.0,93.0
149,24.0,16.0,0.0,48.0,196.19799999999998,18.0,104262.23214285713,100019.0,11.0,11.0,0.0,52.0,211.476,11.0,98093.3275862069,90274.0,18.0,8.0,4.0,55.0,195.785,18.0,177478.5178571429,101922.0,0.0
150,17.0,17.0,0.0,40.0,193.81099999999998,17.0,104465.80357142855,101251.0,10.0,9.0,2.0,53.0,210.733,10.0,98088.29310344828,90592.0,15.0,12.0,0.0,54.0,196.104,15.0,178011.42857142858,101756.0,10.0
151,19.0,18.0,0.0,38.0,191.66400000000002,20.0,105282.8,102385.0,19.0,19.0,0.0,27.0,204.80599999999998,20.0,96438.61764705883,93214.0,19.0,16.0,0.0,52.0,192.775,20.0,180094.0,103513.0,0.0
152,20.0,19.0,0.0,41.0,190.987,21.0,106184.61818181818,102748.0,20.0,14.0,0.0,43.0,202.548,21.0,99909.19298245614,94253.0,20.0,17.0,0.0,50.0,190.486,21.0,180869.72727272726,104757.0,0.0
153,21.0,20.0,0.0,39.0,191.22400000000002,22.0,106191.85454545454,102621.0,21.0,15.0,0.0,45.0,200.93200000000002,22.0,102463.90566037736,95011.0,21.0,20.0,0.0,50.0,190.38400000000001,22.0,183276.59259259253,104813.0,0.0
154,22.0,21.0,0.0,54.0,189.398,23.0,106967.6909090909,103610.0,0.0,23.0,0.0,21.809455566631865,195.98315011491005,23.0,116463.4985195004,105537.78621607534,22.0,22.0,0.0,54.0,187.82,23.0,184868.3148148148,106244.0,0.0
155,23.0,22.0,0.0,40.0,188.80599999999998,24.0,108060.74074074074,103935.0,0.0,24.0,0.0,23.61636393553763,198.13191323653726,24.0,116521.10306348576,102830.23436055603,23.0,21.0,0.0,52.0,188.41400000000002,24.0,184623.6851851852,105909.0,0.0
156,18.0,23.0,0.0,53.0,193.928,19.0,110538.58490566038,101190.0,18.0,18.0,0.0,26.0,203.75900000000001,19.0,100754.65789473684,93693.0,24.0,18.0,0.0,54.0,192.237,19.0,180942.07272727272,103803.0,0.0
157,2.0,24.0,0.0,9.0,188.49,3.0,104794.75,104109.0,4.0,20.0,0.0,4.0,203.048,4.0,95217.0,94021.0,3.0,10.0,1.0,53.0,196.09599999999998,3.0,177532.2857142857,101760.0,49.0
158,3.0,1.0,25.0,46.0,197.21,3.0,103338.30357142855,99506.0,5.0,2.0,18.0,53.0,213.162,5.0,93373.72413793103,89560.0,3.0,22.0,0.0,6.386463315556026,178.25650032936093,3.0,125239.0,125239.0,242.0
159,2.0,2.0,18.0,51.0,196.324,2.0,103519.875,99955.0,7.0,1.0,25.0,56.0,213.845,7.0,93159.05172413793,89274.0,10.0,7.0,6.0,37.0,196.079,7.0,106877.85714285713,101769.0,183.0
160,1.0,3.0,15.0,50.0,196.273,1.0,103558.33928571428,99981.0,3.0,5.0,10.0,45.0,212.68900000000002,3.0,93944.58620689657,89759.0,4.0,3.0,15.0,32.0,197.57,4.0,106229.67857142855,101001.0,189.0
161,9.0,4.0,12.0,53.0,202.706,9.0,103561.96428571428,96808.0,1.0,3.0,15.0,42.0,211.16,1.0,93544.3275862069,90409.0,1.0,1.0,25.0,45.0,198.66099999999997,1.0,106012.16071428572,100446.0,397.0
162,8.0,5.0,10.0,56.0,200.122,8.0,103968.39285714287,98058.0,10.0,9.0,2.0,41.0,211.65400000000002,10.0,94566.46551724136,90198.0,7.0,17.0,0.0,43.0,198.44400000000002,8.0,108208.67924528301,100556.0,73.0
163,5.0,6.0,8.0,55.0,195.68,5.0,104067.35714285713,100284.0,4.0,4.0,12.0,38.0,211.558,4.0,93737.96551724136,90239.0,2.0,5.0,10.0,50.0,199.937,2.0,106470.16071428572,99805.0,112.0
164,7.0,7.0,6.0,55.0,195.766,7.0,104100.64285714287,100240.0,14.0,19.0,0.0,33.0,210.063,14.0,95959.2564102564,90881.0,13.0,18.0,0.0,35.0,194.52700000000002,13.0,108561.11764705883,102581.0,20.0
165,11.0,8.0,4.0,55.0,196.03799999999998,11.0,104250.51785714287,100101.0,9.0,8.0,4.0,56.0,210.033,9.0,94339.20689655172,90894.0,15.0,21.0,0.0,19.0,193.55900000000003,15.0,117395.27272727275,103094.0,48.0
166,6.0,9.0,2.0,55.0,195.137,6.0,104292.28571428572,100563.0,8.0,10.0,1.0,41.0,211.19299999999998,8.0,94585.93103448275,90395.0,11.0,6.0,8.0,37.0,197.13099999999997,11.0,106647.23214285713,101226.0,132.0
